"PRODUCT","BARCODE","FORMATT","MACHINEMAKE","MACHINEMODEL","CAFFEA","VARIETAL","ORIGIN","ROASTING","PROCESS","PACKAGING","RETAILPRICE","STOCK","MIN_STOCK","MAX_STOCK","COSTPRICE","PROVIDER","TAXID","SALESPERSON","EMAIL","PHONENUM","BANKACCOUNT","THOROUGHFARE","WAYNAME","GATENUMBER","BLOCKK","STAIRS","FLOORR","DOOR","ZIP","TOWN","COUNTRY",id_product
"Universo","QII57590O916133","prepared","","","Arabica","Sarchimor","India","natural","normal","cup 200 ml.","1.65 E",4148,10,4270,"1.41 E","Bazi S.A.U.","P00331345F","Juan Bazalar-Mogollon Buenalaya","bazi@servcorreo.ucetreseme.kom",555615818,"IQI73041I71855580","Street","Divine Trinity","12",,,"23","3",62101,"Valtrigos","Iraq",508
"Universo","QII57590O916133","prepared","","","Arabica","Sarchimor","India","natural","normal","cup 200 ml.","1.65 E",4148,10,4270,"1.46 E","Refi S.L.","E07197607X","Maria del Refugio Mayo Aquino","refi@servcorreo.ucetreseme.kom",555883815,"IIQ13181O74004293","Street","Seal","198",,,"","",70420,"Hayedo de los Ciervos","�land Islands",509
"Universo","OOO60356I273134","capsules","Boss","Manager","Arabica","Sarchimor","India","natural","normal","pkg 25 un.","2.70 E",1798,200,2540,"2.43 E","Claudio S.A.U.","N90715305Q","Maria de Lourdes Claudio","claudio@servcorreo.ucetreseme.kom",555454701,"OOO04413Q12505765","Street","Holy Ghost","98",,,"14","",13070,"Villapinares del Viento","Saint Helena",510
"Universo","OOO60356I273134","capsules","Boss","Manager","Arabica","Sarchimor","India","natural","normal","pkg 25 un.","2.70 E",1798,200,2540,"2.32 E","Bazi S.A.U.","P00331345F","Juan Bazalar-Mogollon Buenalaya","bazi@servcorreo.ucetreseme.kom",555615818,"IQI73041I71855580","Street","Divine Trinity","12",,,"23","3",62101,"Valtrigos","Iraq",511
"Universo","OOO60356I273134","capsules","Boss","Manager","Arabica","Sarchimor","India","natural","normal","pkg 25 un.","2.70 E",1798,200,2540,"2.40 E","Refi S.L.","E07197607X","Maria del Refugio Mayo Aquino","refi@servcorreo.ucetreseme.kom",555883815,"IIQ13181O74004293","Street","Seal","198",,,"","",70420,"Hayedo de los Ciervos","�land Islands",512
"Universo","III76444I535138","capsules","Boss","Manager","Arabica","Sarchimor","India","natural","normal","pkg 10 un.","1.05 E",2650,260,3490,"0.94 E","Claudio S.A.U.","N90715305Q","Maria de Lourdes Claudio","claudio@servcorreo.ucetreseme.kom",555454701,"OOO04413Q12505765","Street","Holy Ghost","98",,,"14","",13070,"Villapinares del Viento","Saint Helena",513
"Universo","III76444I535138","capsules","Boss","Manager","Arabica","Sarchimor","India","natural","normal","pkg 10 un.","1.05 E",2650,260,3490,"0.90 E","Bazi S.A.U.","P00331345F","Juan Bazalar-Mogollon Buenalaya","bazi@servcorreo.ucetreseme.kom",555615818,"IQI73041I71855580","Street","Divine Trinity","12",,,"23","3",62101,"Valtrigos","Iraq",514
"Universo","III76444I535138","capsules","Boss","Manager","Arabica","Sarchimor","India","natural","normal","pkg 10 un.","1.05 E",2650,260,3490,"0.93 E","Refi S.L.","E07197607X","Maria del Refugio Mayo Aquino","refi@servcorreo.ucetreseme.kom",555883815,"IIQ13181O74004293","Street","Seal","198",,,"","",70420,"Hayedo de los Ciervos","�land Islands",515
"Universo","QIO36251Q666174","ground","","","Arabica","Sarchimor","India","natural","normal","pkg 1 Kg.","102.40 E",844,440,3040,"92.16 E","Claudio S.A.U.","N90715305Q","Maria de Lourdes Claudio","claudio@servcorreo.ucetreseme.kom",555454701,"OOO04413Q12505765","Street","Holy Ghost","98",,,"14","",13070,"Villapinares del Viento","Saint Helena",516
"Universo","QIO36251Q666174","ground","","","Arabica","Sarchimor","India","natural","normal","pkg 1 Kg.","102.40 E",844,440,3040,"88.06 E","Bazi S.A.U.","P00331345F","Juan Bazalar-Mogollon Buenalaya","bazi@servcorreo.ucetreseme.kom",555615818,"IQI73041I71855580","Street","Divine Trinity","12",,,"23","3",62101,"Valtrigos","Iraq",517
"Universo","QIO36251Q666174","ground","","","Arabica","Sarchimor","India","natural","normal","pkg 1 Kg.","102.40 E",844,440,3040,"91.13 E","Refi S.L.","E07197607X","Maria del Refugio Mayo Aquino","refi@servcorreo.ucetreseme.kom",555883815,"IIQ13181O74004293","Street","Seal","198",,,"","",70420,"Hayedo de los Ciervos","�land Islands",518
"Universo","QOQ91666Q798352","ground","","","Arabica","Sarchimor","India","natural","normal","pkg 200 g.","34.50 E",202,190,2600,"31.05 E","Claudio S.A.U.","N90715305Q","Maria de Lourdes Claudio","claudio@servcorreo.ucetreseme.kom",555454701,"OOO04413Q12505765","Street","Holy Ghost","98",,,"14","",13070,"Villapinares del Viento","Saint Helena",519
"Universo","QOQ91666Q798352","ground","","","Arabica","Sarchimor","India","natural","normal","pkg 200 g.","34.50 E",202,190,2600,"29.67 E","Bazi S.A.U.","P00331345F","Juan Bazalar-Mogollon Buenalaya","bazi@servcorreo.ucetreseme.kom",555615818,"IQI73041I71855580","Street","Divine Trinity","12",,,"23","3",62101,"Valtrigos","Iraq",520
"Universo","QOQ91666Q798352","ground","","","Arabica","Sarchimor","India","natural","normal","pkg 200 g.","34.50 E",202,190,2600,"30.70 E","Refi S.L.","E07197607X","Maria del Refugio Mayo Aquino","refi@servcorreo.ucetreseme.kom",555883815,"IIQ13181O74004293","Street","Seal","198",,,"","",70420,"Hayedo de los Ciervos","�land Islands",521
"Universo","OOI22985Q926842","raw bean","","","Arabica","Sarchimor","India","natural","normal","pkg 500 g.","56.20 E",504,170,3220,"50.58 E","Claudio S.A.U.","N90715305Q","Maria de Lourdes Claudio","claudio@servcorreo.ucetreseme.kom",555454701,"OOO04413Q12505765","Street","Holy Ghost","98",,,"14","",13070,"Villapinares del Viento","Saint Helena",522
"Universo","OOI22985Q926842","raw bean","","","Arabica","Sarchimor","India","natural","normal","pkg 500 g.","56.20 E",504,170,3220,"48.33 E","Bazi S.A.U.","P00331345F","Juan Bazalar-Mogollon Buenalaya","bazi@servcorreo.ucetreseme.kom",555615818,"IQI73041I71855580","Street","Divine Trinity","12",,,"23","3",62101,"Valtrigos","Iraq",523
"Universo","OOI22985Q926842","raw bean","","","Arabica","Sarchimor","India","natural","normal","pkg 500 g.","56.20 E",504,170,3220,"50.01 E","Refi S.L.","E07197607X","Maria del Refugio Mayo Aquino","refi@servcorreo.ucetreseme.kom",555883815,"IIQ13181O74004293","Street","Seal","198",,,"","",70420,"Hayedo de los Ciervos","�land Islands",524
"Universo","QOI51282O319578","raw bean","","","Arabica","Sarchimor","India","natural","normal","pkg 200 g.","28.15 E",1402,390,3450,"25.33 E","Claudio S.A.U.","N90715305Q","Maria de Lourdes Claudio","claudio@servcorreo.ucetreseme.kom",555454701,"OOO04413Q12505765","Street","Holy Ghost","98",,,"14","",13070,"Villapinares del Viento","Saint Helena",525
"Universo","QOI51282O319578","raw bean","","","Arabica","Sarchimor","India","natural","normal","pkg 200 g.","28.15 E",1402,390,3450,"24.20 E","Bazi S.A.U.","P00331345F","Juan Bazalar-Mogollon Buenalaya","bazi@servcorreo.ucetreseme.kom",555615818,"IQI73041I71855580","Street","Divine Trinity","12",,,"23","3",62101,"Valtrigos","Iraq",526
"Universo","QOI51282O319578","raw bean","","","Arabica","Sarchimor","India","natural","normal","pkg 200 g.","28.15 E",1402,390,3450,"25.05 E","Refi S.L.","E07197607X","Maria del Refugio Mayo Aquino","refi@servcorreo.ucetreseme.kom",555883815,"IIQ13181O74004293","Street","Seal","198",,,"","",70420,"Hayedo de los Ciervos","�land Islands",527
"Tomillo de tentacion","QOO64416O550165","capsules","Delonie","Sixta","Arabica","Obata","Brasil","natural","normal","pkg 50 un.","6.70 E",1335,110,4000,"5.89 E","Vici S.L.","C38727792R","Silvia Remedios Vicente","vici@servcorreo.ucetreseme.kom",555808766,"IQI34343O18139517","Street","Virgin of Fuencisla","28",,,"Sixth","C",48345,"Valverde de Manteca","Burkina Faso",528
"Tomillo de tentacion","QOO64416O550165","capsules","Delonie","Sixta","Arabica","Obata","Brasil","natural","normal","pkg 50 un.","6.70 E",1335,110,4000,"5.82 E","Bedoya S.L.","E27003650V","Douglas Calixto","bedoya@servcorreo.ucetreseme.kom",555067928,"IQO04478Q34634221","Avenue","San Esteban","148",,,"36","B",47734,"Villaguas de Debajo","Romania",529
"Tomillo de tentacion","QOO64416O550165","capsules","Delonie","Sixta","Arabica","Obata","Brasil","natural","normal","pkg 50 un.","6.70 E",1335,110,4000,"5.56 E","David Inc.","N13525202Y","David Cesar Campuzano","david@servcorreo.ucetreseme.kom",555167834,"IOQ61585Q28907578","Crossing","San Cucufato","92",,,"Fourth","",19817,"Villachimeneas","Czech Republic",530
"Tomillo de tentacion","QOO64416O550165","capsules","Delonie","Sixta","Arabica","Obata","Brasil","natural","normal","pkg 50 un.","6.70 E",1335,110,4000,"5.86 E","David Inc.","N13525202Y","David Cesar Campuzano","david@servcorreo.ucetreseme.kom",555167834,"IOQ61585Q28907578","Crossing","San Cucufato","92",,,"Fourth","",19817,"Villachimeneas","Czech Republic",531
"Tomillo de tentacion","OOI33770O279584","capsules","Delonie","Sixta","Arabica","Obata","Brasil","natural","normal","pkg 10 un.","2.65 E",2053,440,4840,"2.33 E","Vici S.L.","C38727792R","Silvia Remedios Vicente","vici@servcorreo.ucetreseme.kom",555808766,"IQI34343O18139517","Street","Virgin of Fuencisla","28",,,"Sixth","C",48345,"Valverde de Manteca","Burkina Faso",532
"Tomillo de tentacion","OOI33770O279584","capsules","Delonie","Sixta","Arabica","Obata","Brasil","natural","normal","pkg 10 un.","2.65 E",2053,440,4840,"2.30 E","Bedoya S.L.","E27003650V","Douglas Calixto","bedoya@servcorreo.ucetreseme.kom",555067928,"IQO04478Q34634221","Avenue","San Esteban","148",,,"36","B",47734,"Villaguas de Debajo","Romania",533
"Tomillo de tentacion","OOI33770O279584","capsules","Delonie","Sixta","Arabica","Obata","Brasil","natural","normal","pkg 10 un.","2.65 E",2053,440,4840,"2.19 E","David Inc.","N13525202Y","David Cesar Campuzano","david@servcorreo.ucetreseme.kom",555167834,"IOQ61585Q28907578","Crossing","San Cucufato","92",,,"Fourth","",19817,"Villachimeneas","Czech Republic",534
"Ermitas y agarrado","QOQ55462Q121412","prepared","","","Arabica","Bourbon","Madagascar","natural","normal","cup 500 ml.","2.30 E",2408,400,2910,"1.97 E","Socualaya S.A.U.","F56938622Y","Amabel Rodriguez","socualaya@servcorreo.ucetreseme.kom",555386277,"IOQ69658I57283552","Street","Telegraph","151",,,"12","",42597,"Campos de las Aguas","Gambia",535
"Ermitas y agarrado","III65418I375212","prepared","","","Arabica","Bourbon","Madagascar","natural","normal","cup 200 ml.","0.10 E",208,190,4340,"0.08 E","Socualaya S.A.U.","F56938622Y","Amabel Rodriguez","socualaya@servcorreo.ucetreseme.kom",555386277,"IOQ69658I57283552","Street","Telegraph","151",,,"12","",42597,"Campos de las Aguas","Gambia",536
"Ermitas y agarrado","QOI04977Q803304","roasted bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 500 g.","36.60 E",3633,230,4220,"31.47 E","Socualaya S.A.U.","F56938622Y","Amabel Rodriguez","socualaya@servcorreo.ucetreseme.kom",555386277,"IOQ69658I57283552","Street","Telegraph","151",,,"12","",42597,"Campos de las Aguas","Gambia",537
"Ermitas y agarrado","QQI24705O189063","roasted bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 200 g.","18.76 E",52,10,3380,"16.13 E","Socualaya S.A.U.","F56938622Y","Amabel Rodriguez","socualaya@servcorreo.ucetreseme.kom",555386277,"IOQ69658I57283552","Street","Telegraph","151",,,"12","",42597,"Campos de las Aguas","Gambia",538
"Ermitas y agarrado","QIO38311Q542685","raw bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 500 g.","2.99 E",2527,80,3280,"2.57 E","Socualaya S.A.U.","F56938622Y","Amabel Rodriguez","socualaya@servcorreo.ucetreseme.kom",555386277,"IOQ69658I57283552","Street","Telegraph","151",,,"12","",42597,"Campos de las Aguas","Gambia",539
"Ermitas y agarrado","QOQ62308O820785","raw bean","","","Arabica","Bourbon","Madagascar","natural","normal","pkg 200 g.","1.75 E",3102,150,4570,"1.50 E","Socualaya S.A.U.","F56938622Y","Amabel Rodriguez","socualaya@servcorreo.ucetreseme.kom",555386277,"IOQ69658I57283552","Street","Telegraph","151",,,"12","",42597,"Campos de las Aguas","Gambia",540
"Amor o nueva","IOO15986Q890271","freeze-dried","","","Canephora","Ceylan","Ceylan","natural","decaf","pkg 1 Kg.","96.80 E",270,170,3880,"85.18 E","Robi S.U.","H46982970L","Roberto Sanz","robi@servcorreo.ucetreseme.kom",555107218,"QIQ40304Q90467818","Square","Cazadores","182",,,"","3",49193,"Valsopas","Antarctica",541
"Amor o nueva","IOO15986Q890271","freeze-dried","","","Canephora","Ceylan","Ceylan","natural","decaf","pkg 1 Kg.","96.80 E",270,170,3880,"86.15 E","Ortiz Oropeza S.L.","B28007248X","Joaquin Ortiz","ortiz@servcorreo.ucetreseme.kom",555531417,"IQQ50347Q25627027","Street","Cervantes","49",,,"1","E",86394,"Valarbustos","Ethiopia",542
"Amor o nueva","IOO15986Q890271","freeze-dried","","","Canephora","Ceylan","Ceylan","natural","decaf","pkg 1 Kg.","96.80 E",270,170,3880,"85.18 E","Crist S.L.","B62319132B","Cristiana Angeles Tapia","crist@servcorreo.ucetreseme.kom",555710496,"OIO17280O50671051","Roundabout","Lemmon Tree","186",,,"4","2",57730,"Valcalores de Debajo","Tuvalu",543
"Amor o nueva","QQQ75583Q284884","freeze-dried","","","Canephora","Ceylan","Ceylan","natural","decaf","pkg 200 g.","32.95 E",1247,290,3590,"28.99 E","Robi S.U.","H46982970L","Roberto Sanz","robi@servcorreo.ucetreseme.kom",555107218,"QIQ40304Q90467818","Square","Cazadores","182",,,"","3",49193,"Valsopas","Antarctica",544
"Amor o nueva","QQQ75583Q284884","freeze-dried","","","Canephora","Ceylan","Ceylan","natural","decaf","pkg 200 g.","32.95 E",1247,290,3590,"29.32 E","Ortiz Oropeza S.L.","B28007248X","Joaquin Ortiz","ortiz@servcorreo.ucetreseme.kom",555531417,"IQQ50347Q25627027","Street","Cervantes","49",,,"1","E",86394,"Valarbustos","Ethiopia",545
"Amor o nueva","QQQ75583Q284884","freeze-dried","","","Canephora","Ceylan","Ceylan","natural","decaf","pkg 200 g.","32.95 E",1247,290,3590,"28.99 E","Crist S.L.","B62319132B","Cristiana Angeles Tapia","crist@servcorreo.ucetreseme.kom",555710496,"OIO17280O50671051","Roundabout","Lemmon Tree","186",,,"4","2",57730,"Valcalores de Debajo","Tuvalu",546
"Cantares o azucar","IQO81921I253432","prepared","","","Arabica","Arabusta","Indonesia","natural","decaf","cup 500 ml.","2.15 E",2414,230,2800,"1.82 E","Larosa S.A.","Q84273274D","Pilar Larosa","larosa@servcorreo.ucetreseme.kom",555595186,"OOO37903I68153923","Avenue","Strawberry","120",,,"4","F",64122,"Sotolobos","Israel",547
"Cantares o azucar","IQO81921I253432","prepared","","","Arabica","Arabusta","Indonesia","natural","decaf","cup 500 ml.","2.15 E",2414,230,2800,"1.87 E","Emilio Denia-Aldabe S.L.","P83834936M","Gabriel Emilio Denia-Aldabe","emilio1@servcorreo.ucetreseme.kom",555247666,"QQI72389Q60804980","Road","Bridge","97",,,"","B",61124,"Valtripas","Maldives",548
"Cantares o azucar","QOQ12361O838157","prepared","","","Arabica","Arabusta","Indonesia","natural","decaf","cup 200 ml.","0.90 E",2877,200,3930,"0.76 E","Larosa S.A.","Q84273274D","Pilar Larosa","larosa@servcorreo.ucetreseme.kom",555595186,"OOO37903I68153923","Avenue","Strawberry","120",,,"4","F",64122,"Sotolobos","Israel",549
"Cantares o azucar","QOQ12361O838157","prepared","","","Arabica","Arabusta","Indonesia","natural","decaf","cup 200 ml.","0.90 E",2877,200,3930,"0.78 E","Emilio Denia-Aldabe S.L.","P83834936M","Gabriel Emilio Denia-Aldabe","emilio1@servcorreo.ucetreseme.kom",555247666,"QQI72389Q60804980","Road","Bridge","97",,,"","B",61124,"Valtripas","Maldives",550
"Cantares o azucar","QOO21082I194315","capsules","Maximo","Billow","Arabica","Arabusta","Indonesia","natural","decaf","pkg 25 un.","12.15 E",2038,300,2870,"10.32 E","Larosa S.A.","Q84273274D","Pilar Larosa","larosa@servcorreo.ucetreseme.kom",555595186,"OOO37903I68153923","Avenue","Strawberry","120",,,"4","F",64122,"Sotolobos","Israel",551
"Cantares o azucar","QOO21082I194315","capsules","Maximo","Billow","Arabica","Arabusta","Indonesia","natural","decaf","pkg 25 un.","12.15 E",2038,300,2870,"10.57 E","Emilio Denia-Aldabe S.L.","P83834936M","Gabriel Emilio Denia-Aldabe","emilio1@servcorreo.ucetreseme.kom",555247666,"QQI72389Q60804980","Road","Bridge","97",,,"","B",61124,"Valtripas","Maldives",552
"Cantares o azucar","OQQ85621O261466","capsules","Maximo","Billow","Arabica","Arabusta","Indonesia","natural","decaf","pkg 10 un.","6.22 E",2413,320,4430,"5.28 E","Larosa S.A.","Q84273274D","Pilar Larosa","larosa@servcorreo.ucetreseme.kom",555595186,"OOO37903I68153923","Avenue","Strawberry","120",,,"4","F",64122,"Sotolobos","Israel",553
"Cantares o azucar","OQQ85621O261466","capsules","Maximo","Billow","Arabica","Arabusta","Indonesia","natural","decaf","pkg 10 un.","6.22 E",2413,320,4430,"5.41 E","Emilio Denia-Aldabe S.L.","P83834936M","Gabriel Emilio Denia-Aldabe","emilio1@servcorreo.ucetreseme.kom",555247666,"QQI72389Q60804980","Road","Bridge","97",,,"","B",61124,"Valtripas","Maldives",554
"Cantares o azucar","IQI97708O573364","ground","","","Arabica","Arabusta","Indonesia","natural","decaf","pkg 1 Kg.","96.50 E",3639,20,4260,"82.02 E","Larosa S.A.","Q84273274D","Pilar Larosa","larosa@servcorreo.ucetreseme.kom",555595186,"OOO37903I68153923","Avenue","Strawberry","120",,,"4","F",64122,"Sotolobos","Israel",555
"Cantares o azucar","IQI97708O573364","ground","","","Arabica","Arabusta","Indonesia","natural","decaf","pkg 1 Kg.","96.50 E",3639,20,4260,"83.95 E","Emilio Denia-Aldabe S.L.","P83834936M","Gabriel Emilio Denia-Aldabe","emilio1@servcorreo.ucetreseme.kom",555247666,"QQI72389Q60804980","Road","Bridge","97",,,"","B",61124,"Valtripas","Maldives",556
"Cantares o azucar","OQO30562O883842","ground","","","Arabica","Arabusta","Indonesia","natural","decaf","pkg 200 g.","32.25 E",1643,250,4750,"27.41 E","Larosa S.A.","Q84273274D","Pilar Larosa","larosa@servcorreo.ucetreseme.kom",555595186,"OOO37903I68153923","Avenue","Strawberry","120",,,"4","F",64122,"Sotolobos","Israel",557
"Cantares o azucar","OQO30562O883842","ground","","","Arabica","Arabusta","Indonesia","natural","decaf","pkg 200 g.","32.25 E",1643,250,4750,"28.05 E","Emilio Denia-Aldabe S.L.","P83834936M","Gabriel Emilio Denia-Aldabe","emilio1@servcorreo.ucetreseme.kom",555247666,"QQI72389Q60804980","Road","Bridge","97",,,"","B",61124,"Valtripas","Maldives",558
"Cantares o azucar","IQO68671O161615","roasted bean","","","Arabica","Arabusta","Indonesia","natural","decaf","pkg 500 g.","4.99 E",3084,200,4700,"4.24 E","Larosa S.A.","Q84273274D","Pilar Larosa","larosa@servcorreo.ucetreseme.kom",555595186,"OOO37903I68153923","Avenue","Strawberry","120",,,"4","F",64122,"Sotolobos","Israel",559
"Cantares o azucar","IQO68671O161615","roasted bean","","","Arabica","Arabusta","Indonesia","natural","decaf","pkg 500 g.","4.99 E",3084,200,4700,"4.34 E","Emilio Denia-Aldabe S.L.","P83834936M","Gabriel Emilio Denia-Aldabe","emilio1@servcorreo.ucetreseme.kom",555247666,"QQI72389Q60804980","Road","Bridge","97",,,"","B",61124,"Valtripas","Maldives",560
"Cantares o azucar","IQQ93582Q543689","roasted bean","","","Arabica","Arabusta","Indonesia","natural","decaf","pkg 200 g.","2.50 E",322,200,4320,"2.12 E","Larosa S.A.","Q84273274D","Pilar Larosa","larosa@servcorreo.ucetreseme.kom",555595186,"OOO37903I68153923","Avenue","Strawberry","120",,,"4","F",64122,"Sotolobos","Israel",561
"Cantares o azucar","IQQ93582Q543689","roasted bean","","","Arabica","Arabusta","Indonesia","natural","decaf","pkg 200 g.","2.50 E",322,200,4320,"2.17 E","Emilio Denia-Aldabe S.L.","P83834936M","Gabriel Emilio Denia-Aldabe","emilio1@servcorreo.ucetreseme.kom",555247666,"QQI72389Q60804980","Road","Bridge","97",,,"","B",61124,"Valtripas","Maldives",562
"Control y rock","QIQ52328Q202008","freeze-dried","","","Canephora","Ceylan","Ceylan","natural","normal","pkg 500 g.","78.25 E",375,370,3950,"68.86 E","Timi S.A.U.","V83601431L","Timoteo Milla-Paredes Palpa-Modica","timi@servcorreo.ucetreseme.kom",555276318,"IIQ06729I41935863","Street","Orange Tree","70",,,"","A",20777,"Sotocastillos","Bosnia and Herzegovina",563
"Control y rock","QIQ52328Q202008","freeze-dried","","","Canephora","Ceylan","Ceylan","natural","normal","pkg 500 g.","78.25 E",375,370,3950,"59.47 E","Gracia Aliaga Corp.","V43078264T","Maria de la Gracia Izaguirre Aliaga","gracia@servcorreo.ucetreseme.kom",555049022,"QOI53064I11521045","Circus","Greco","120",,,"Third","",93278,"Valverde del Canto Rodao","Guinea-Bissau",564
"Control y rock","IOQ07945I927362","freeze-dried","","","Canephora","Ceylan","Ceylan","natural","normal","pkg 200 g.","39.80 E",156,100,440,"35.02 E","Timi S.A.U.","V83601431L","Timoteo Milla-Paredes Palpa-Modica","timi@servcorreo.ucetreseme.kom",555276318,"IIQ06729I41935863","Street","Orange Tree","70",,,"","A",20777,"Sotocastillos","Bosnia and Herzegovina",565
"Control y rock","IOQ07945I927362","freeze-dried","","","Canephora","Ceylan","Ceylan","natural","normal","pkg 200 g.","39.80 E",156,100,440,"30.24 E","Gracia Aliaga Corp.","V43078264T","Maria de la Gracia Izaguirre Aliaga","gracia@servcorreo.ucetreseme.kom",555049022,"QOI53064I11521045","Circus","Greco","120",,,"Third","",93278,"Valverde del Canto Rodao","Guinea-Bissau",566
"Vino de destellos","IIO86486O240754","freeze-dried","","","Canephora","Quilou","Vietnam","natural","decaf","pkg 1 Kg.","12.90 E",1068,300,4130,"11.35 E","Tupenda S.L.","R78351987A","Reyes Gomez Cortez","tupenda@servcorreo.ucetreseme.kom",555223964,"QOO37823I63596255","Avenue","Asparagus","81",,,"","G",22493,"Sotoguijarros","Lesotho",567
"Vino de destellos","OOI85993Q485334","freeze-dried","","","Canephora","Quilou","Vietnam","natural","decaf","pkg 200 g.","4.25 E",993,200,4660,"3.74 E","Tupenda S.L.","R78351987A","Reyes Gomez Cortez","tupenda@servcorreo.ucetreseme.kom",555223964,"QOO37823I63596255","Avenue","Asparagus","81",,,"","G",22493,"Sotoguijarros","Lesotho",568
"Fortuna y igual","OIQ70770O727255","prepared","","","Arabica","Lintong","Indonesia","natural","normal","cup 200 ml.","2.20 E",1549,430,3920,"1.67 E","Ariadn Inc.","P29970353L","Ariadna Llasa Flores","ariadn@servcorreo.ucetreseme.kom",555604377,"QOQ59902I89340850","Slope","Virgin of Peace","98",,,"Fifth","C",68086,"Valcalores","Cocos (Keeling) Islands",569
"Fortuna y igual","OIQ70770O727255","prepared","","","Arabica","Lintong","Indonesia","natural","normal","cup 200 ml.","2.20 E",1549,430,3920,"1.98 E","Jaime S.L.","H52040396K","Ignacio Jaime Canamero","jaime@servcorreo.ucetreseme.kom",555167249,"QOI21649I94500289","Road","Cervantes","54",,,"","C",49193,"Valsopas","India",570
"Fortuna y igual","OIQ70770O727255","prepared","","","Arabica","Lintong","Indonesia","natural","normal","cup 200 ml.","2.20 E",1549,430,3920,"1.91 E","Tanina S.A.U.","D98854840N","Rosa Tania Marquina","tanina@servcorreo.ucetreseme.kom",555768906,"OIO06485I19657562","Roundabout","Dahlia","42",,,"21","B",10495,"Sotobosques del Bosque","Nigeria",571
"Fortuna y igual","IIQ98375I724860","ground","","","Arabica","Lintong","Indonesia","natural","normal","pkg 1 Kg.","152.99 E",1283,330,4410,"116.27 E","Ariadn Inc.","P29970353L","Ariadna Llasa Flores","ariadn@servcorreo.ucetreseme.kom",555604377,"QOQ59902I89340850","Slope","Virgin of Peace","98",,,"Fifth","C",68086,"Valcalores","Cocos (Keeling) Islands",572
"Fortuna y igual","IIQ98375I724860","ground","","","Arabica","Lintong","Indonesia","natural","normal","pkg 1 Kg.","152.99 E",1283,330,4410,"137.69 E","Jaime S.L.","H52040396K","Ignacio Jaime Canamero","jaime@servcorreo.ucetreseme.kom",555167249,"QOI21649I94500289","Road","Cervantes","54",,,"","C",49193,"Valsopas","India",573
"Fortuna y igual","IIQ98375I724860","ground","","","Arabica","Lintong","Indonesia","natural","normal","pkg 1 Kg.","152.99 E",1283,330,4410,"133.10 E","Tanina S.A.U.","D98854840N","Rosa Tania Marquina","tanina@servcorreo.ucetreseme.kom",555768906,"OIO06485I19657562","Roundabout","Dahlia","42",,,"21","B",10495,"Sotobosques del Bosque","Nigeria",574
"Fortuna y igual","IOI25060O403213","ground","","","Arabica","Lintong","Indonesia","natural","normal","pkg 200 g.","38.25 E",1627,10,2010,"29.07 E","Ariadn Inc.","P29970353L","Ariadna Llasa Flores","ariadn@servcorreo.ucetreseme.kom",555604377,"QOQ59902I89340850","Slope","Virgin of Peace","98",,,"Fifth","C",68086,"Valcalores","Cocos (Keeling) Islands",575
"Fortuna y igual","IOI25060O403213","ground","","","Arabica","Lintong","Indonesia","natural","normal","pkg 200 g.","38.25 E",1627,10,2010,"34.42 E","Jaime S.L.","H52040396K","Ignacio Jaime Canamero","jaime@servcorreo.ucetreseme.kom",555167249,"QOI21649I94500289","Road","Cervantes","54",,,"","C",49193,"Valsopas","India",576
"Fortuna y igual","IOI25060O403213","ground","","","Arabica","Lintong","Indonesia","natural","normal","pkg 200 g.","38.25 E",1627,10,2010,"33.27 E","Tanina S.A.U.","D98854840N","Rosa Tania Marquina","tanina@servcorreo.ucetreseme.kom",555768906,"OIO06485I19657562","Roundabout","Dahlia","42",,,"21","B",10495,"Sotobosques del Bosque","Nigeria",577
"Fortuna y igual","QOQ59542I550671","raw bean","","","Arabica","Lintong","Indonesia","natural","normal","pkg 200 g.","14.07 E",2096,70,3190,"10.69 E","Ariadn Inc.","P29970353L","Ariadna Llasa Flores","ariadn@servcorreo.ucetreseme.kom",555604377,"QOQ59902I89340850","Slope","Virgin of Peace","98",,,"Fifth","C",68086,"Valcalores","Cocos (Keeling) Islands",578
"Fortuna y igual","QOQ59542I550671","raw bean","","","Arabica","Lintong","Indonesia","natural","normal","pkg 200 g.","14.07 E",2096,70,3190,"12.66 E","Jaime S.L.","H52040396K","Ignacio Jaime Canamero","jaime@servcorreo.ucetreseme.kom",555167249,"QOI21649I94500289","Road","Cervantes","54",,,"","C",49193,"Valsopas","India",579
"Fortuna y igual","QOQ59542I550671","raw bean","","","Arabica","Lintong","Indonesia","natural","normal","pkg 200 g.","14.07 E",2096,70,3190,"12.24 E","Tanina S.A.U.","D98854840N","Rosa Tania Marquina","tanina@servcorreo.ucetreseme.kom",555768906,"OIO06485I19657562","Roundabout","Dahlia","42",,,"21","B",10495,"Sotobosques del Bosque","Nigeria",580
"Estrellas","IIQ10213I897977","ground","","","Arabica","Peaberry","Tanzania","roasted","normal","pkg 1 Kg.","16.15 E",770,430,2870,"13.72 E","Jaime S.L.","H52040396K","Ignacio Jaime Canamero","jaime@servcorreo.ucetreseme.kom",555167249,"QOI21649I94500289","Road","Cervantes","54",,,"","C",49193,"Valsopas","India",581
